Feijenoord;;;;;;;


Diefstal;;;;;;;
;;buurtprobleem fietsendiefstal;;;;;
;;Feijenoord;48;51;46;50;33;15,7;16,6;15,3;16,5;10,7
;;Noordereiland;24;21;14;8;15;13,1;11,6;7,9;4,6;8,2
;;Feijenoord;446;494;448;490;469;14,9;16,6;15;16,4;15,4
;;Rotterdam;4420;3779;4018;3756;3787;16,4;14;14,9;13,8;13,7

;;1.1.2 aangiften inbraak in garages, schuren en tuinhuizen;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;18;17;32;42;16;5,2;5;9,3;12,2;4,6
;;Vreewijk;61;41;38;31;31;9,2;6,2;5,8;4,7;4,7
;;Bloemhof;28;25;10;15;18;5,2;4,6;1,8;2,7;3,1
;;Hillesluis;16;61;36;24;58;3,7;14,3;8,6;5,7;13,2
;;Katendrecht;36;13;10;16;3;20,9;7,9;6,1;9,7;1,6
;;Afrikaanderwijk;33;32;69;38;50;9,2;8,8;18,9;10,5;14
;;Feijenoord;105;66;53;35;16;34,4;21,5;17,6;11,6;5,2
;;Noordereiland;4;10;12;13;8;2,2;5,5;6,7;7,4;4,4
;;Feijenoord;301;265;260;214;200;10;8,9;8,7;7,2;6,6
;;Rotterdam;2629;1881;1746;1595;1295;9,8;7;6,5;5,8;4,7

;;2.5.1 aangiften inbraak in bedrijven/instellingen;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;17;23;22;29;11;78;102,2;87;110,7;41,8
;;Vreewijk;62;69;51;56;20;191,4;208,5;148,7;161,8;60,1
;;Bloemhof;42;28;11;28;15;138,2;89,5;34;83,3;45,6
;;Hillesluis;31;26;28;30;12;84,2;74,1;74,9;77,3;31,9
;;Katendrecht;9;12;4;10;5;94,7;137,9;48,8;120,5;53,8
;;Afrikaanderwijk;20;33;20;15;12;113;169,2;103,6;72,5;60,9
;;Feijenoord;25;21;19;16;4;190,8;175;159,7;126;28,6
;;Noordereiland;6;10;2;9;8;25;42,2;8,5;39,6;40
;;Feijenoord;212;222;157;193;87;114,2;119,4;81,7;97,7;45,1
;;Rotterdam;2730;2271;1957;1947;1237;132,4;108,7;90,9;89,2;55,2

Vandalisme;;;;;;;

;;buurtprobleem bekladding muren/gebouwen;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;12,1;12,8;15,7;11,7;12,2
;;Vreewijk;10,5;11;12,6;12,4;8,7
;;Bloemhof;10,9;8,9;14,3;20,1;13,9
;;Hillesluis;15,5;14,1;26,6;26,9;18
;;Katendrecht;15,2;7,3;18;12,3;8,2
;;Afrikaanderwijk;14,1;18,4;25,4;29,3;18,3
;;Feijenoord;16;16,5;25,9;24,1;26,7
;;Noordereiland;9,8;11;8,7;5,8;8,5
;;Feijenoord;12,9;12,7;19,1;19,1;14,8
;;Rotterdam;14,3;14,9;18,7;17;13,9

;;buurtprobleem vernieling telefooncellen/bus- of tramhokjes ;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;20,5;15,9;18,9;11,3;7,6
;;Vreewijk;27,6;18,7;21;29,6;15,9
;;Bloemhof;19,5;25,5;25,2;18,8;14,5
;;Hillesluis;20,8;23,7;29,4;25,1;18
;;Katendrecht;17,4;10,7;20,2;9,4;7,9
;;Afrikaanderwijk;16,5;15,9;22,2;22,4;8,9
;;Feijenoord;24,1;32,8;42,8;32,3;22,5
;;Noordereiland;17,2;12,3;11,5;5,5;3,1
;;Feijenoord;21,3;20,9;25,6;20,7;13,7
;;Rotterdam;18,6;17,7;19,4;16,2;11,8

;;slachtofferschap overige beschadiging/vernieling;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;4;2,6;7;4;8,9
;;Vreewijk;4,9;4,4;8,2;8,1;9,4
;;Bloemhof;4,1;4,9;7,5;8;6;;;;;
;;Hillesluis;2,9;6,8;10,9;8,3;6,8;;;;;
;;Katendrecht;7,2;3,3;2,8;6;4,1;;;;;
;;Afrikaanderwijk;1,9;2,2;6,1;4,1;6,7;;;;;
;;Feijenoord;4,4;4,9;5;7,1;7,3;;;;;
;;Noordereiland;4,6;4,4;7,9;4,6;2,4;;;;;
;;Feijenoord;4;4,4;7,5;6,7;7;;;;;
;;Rotterdam;3,7;2,7;8,1;7,3;6,5;;;;;

;;2.2.1 meldingen vernieling cq zaakbeschadiging;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;41;40;49;34;32;5,4;5,3;6,4;4,5;4,1
;;Vreewijk;129;130;115;118;76;9,2;9,4;8,4;8,7;5,6
;;Bloemhof;75;92;98;70;73;5,7;7;7,4;5,2;5,3
;;Hillesluis;71;78;78;60;72;6,3;7,1;7,3;5,6;6,5
;;Katendrecht;23;37;27;9;8;5,9;10;7,4;2,5;1,9
;;Afrikaanderwijk;54;55;67;37;29;5,7;5,9;7,2;4,1;3,3
;;Feijenoord;51;35;49;39;24;6,7;4,6;6,6;5,4;3,3
;;Noordereiland;19;23;19;9;18;5,4;6,8;5,8;2,8;5,5
;;Feijenoord;463;490;502;376;332;6,6;7,1;7,3;5,5;4,7
;;Rotterdam;3972;3999;3803;3203;2376;6,8;6,9;6,6;5,5;4

;;meldingen kleine buitenbranden;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;6;1;5;4;0;0,8;0,1;0,6;0,5;0
;;Vreewijk;26;26;38;22;16;1,3;1,3;1,9;1,1;0,8
;;Bloemhof;21;37;46;43;11;2,6;4,6;5,8;5,4;1,4
;;Hillesluis;34;33;55;22;41;3,8;3,7;6,1;2,4;4,6
;;Katendrecht;3;12;3;8;3;0,3;1;0,3;0,7;0,3
;;Afrikaanderwijk;18;22;33;15;11;3,8;4,6;6,9;3,1;2,3
;;Feijenoord;19;19;18;13;9;1,7;1,9;1,8;1,3;0,9
;;Noordereiland;1;3;5;2;6;0,1;0,5;0,7;0,3;0,9
;;Feijenoord;128;153;203;129;97;1,6;1,9;2,6;1,6;1,2
;;Rotterdam;967;970;900;849;556;0,7;0,7;0,7;0,6;0,4

Overlast;;;;;;;;;;;;

;;buurtprobleem overlast van groepen jongeren;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;;;;;
;;Kop van Zuid Entrepot;18,4;13,3;23,5;18,4;29,9;;;;;
;;Vreewijk;13,4;12,4;20,7;15,2;18,9;;;;;
;;Bloemhof;22,6;26,7;29,3;35,5;30;;;;;
;;Hillesluis;17,1;22,6;34,8;36,4;33,9;;;;;
;;Katendrecht;23,1;18;23,4;14,5;9,5;;;;;
;;Afrikaanderwijk;23,3;14,6;30,9;30,4;26,1;;;;;
;;Feijenoord;14,5;22;27,3;31,4;32,3;;;;;
;;Noordereiland;10,1;10,8;15,3;16,5;13,6
;;Feijenoord;18,1;18,4;27,2;26,2;26,3
;;Rotterdam;14,3;14;19,1;20,1;20

;;buurtprobleem dronken mensen op straat;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;3,4;4,4;10,1;5,2;10,1
;;Vreewijk;1,7;3,8;4,9;6,6;12,8
;;Bloemhof;7,5;6,7;15,5;20,4;22,5
;;Hillesluis;11;10,8;16,1;21,4;22,2
;;Katendrecht;8,5;5,2;8,6;3,1;3,2
;;Afrikaanderwijk;8,8;11,9;19,9;24,2;16,5
;;Feijenoord;3,9;7,9;9,4;12,2;12,1
;;Noordereiland;3,3;3,7;7,8;5,1;12,9
;;Feijenoord;6,1;7,1;12,3;14,7;15,7
;;Rotterdam;5,4;5;8,7;10,5;11,1

;;buurtprobleem lastig gevallen worden op straat;;;;;;
;;% vaak;2006;2007;2008;2009;2011;
;;Kop van Zuid Entrepot;1,7;2,6;5,1;5,9;7,1;
;;Vreewijk;2;1,1;3,5;4,7;4;
;;Bloemhof;2,7;3,9;9,8;15,3;16;
;;Hillesluis;3,6;4,5;13,7;15,2;8,5;
;;Katendrecht;7,1;4,6;8,7;3,2;5;
;;Afrikaanderwijk;5,9;5;9,5;14,3;7,1;
;;Feijenoord;2;1,4;6,5;12,7;12,6;
;;Noordereiland;0,6;1,4;4,6;0,6;2;
;;Feijenoord;3,1;3,1;8,3;9,9;8,7;
;;Rotterdam;3,1;2,6;5,6;6,2;6,4;

;;2.4.1 meldingen burengerucht (relatieproblemen);;;;;;
;;;absoluut;;;;;genormaliseerd
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;160;141;163;174;128;21,2;18,7;21,3;23;16,5
;;Vreewijk;418;429;518;524;554;29,8;31,1;37,6;38,6;40,9
;;Bloemhof;417;448;398;446;572;31,5;34,2;30,2;33,1;41,6
;;Hillesluis;323;382;376;340;350;28,5;34,7;35,3;31,9;31,4
;;Katendrecht;138;105;91;98;89;35,5;28,3;24,9;26,8;21
;;Afrikaanderwijk;200;195;291;242;246;21,2;20,8;31,2;26,6;27,6
;;Feijenoord;218;238;209;186;188;28,5;31,5;28,2;25,6;25,6
;;Noordereiland;91;54;99;155;110;26;15,9;30,2;49;33,7
;;Feijenoord;1965;1992;2145;2165;2237;27,8;28,7;31,1;31,6;32
;;Rotterdam;15483;15318;16151;16936;16299;26,4;26,3;27,8;29;27,4

;;2.7.1 meldingen overlast;;;;;;;;;;
;;;absoluut;;;;;genormaliseerd;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;136;99;130;125;92;18;13,2;17;16,5;11,9
;;Vreewijk;326;278;274;249;228;23,2;20,1;19,9;18,3;16,8
;;Bloemhof;225;195;198;155;184;17;14,9;15;11,5;13,4
;;Hillesluis;226;203;220;183;236;19,9;18,5;20,7;17,2;21,2
;;Katendrecht;69;65;90;36;50;17,7;17,5;24,6;9,8;11,8
;;Afrikaanderwijk;153;143;125;100;118;16,2;15,3;13,4;11;13,2
;;Feijenoord;148;109;100;114;94;19,3;14,4;13,5;15,7;12,8
;;Noordereiland;62;76;63;30;39;17,7;22,4;19,2;9,5;11,9
;;Feijenoord;1345;1168;1200;992;1041;19;16,8;17,4;14,5;14,9
;;Rotterdam;11983;10454;9484;9740;8323;20,4;18;16,3;16,7;14

Schoon en heel;;;;;;;;;;;;

;;buurtprobleem vervuiling op straat;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;;;;;
;;Kop van Zuid Entrepot;34,1;31,3;40,1;38,9;40,1;;;;;
;;Vreewijk;33,6;35,7;43,2;37,3;39,1;;;;;
;;Bloemhof;37,4;43,8;51,3;54,4;51,9
;;Hillesluis;39,8;49,2;54,1;63,6;51,1
;;Katendrecht;34,1;33,2;35,7;31,5;24,1
;;Afrikaanderwijk;40,5;45,4;51,1;50,6;44,3
;;Feijenoord;34,4;43,7;52;56,2;54
;;Noordereiland;27,2;33,1;33,4;29,9;39,7
;;Feijenoord;36,1;40,8;48,1;46,7;45
;;Rotterdam;33,8;32,9;36,3;36;33,9

;;buurtprobleem hondenpoep op straat;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;42,9;34,4;34,4;32,6;31
;;Vreewijk;51;41,1;50,9;48,1;48,5
;;Bloemhof;47,1;49;46,7;45,7;42,7
;;Hillesluis;34,2;34;40;44,3;35,5
;;Katendrecht;39,9;24,6;29,8;28,1;28,7
;;Afrikaanderwijk;29,3;37;42,1;39,8;27,8
;;Feijenoord;28,6;35,9;42,1;45,2;37,3
;;Noordereiland;49,5;51,4;52,9;39,4;40,3
;;Feijenoord;40,7;39,2;44,5;42,5;37,7
;;Rotterdam;38,1;35,9;36,5;35,1;32,4

;;buurtprobleem vuil naast de container;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;23,3;27,5;42,4;42,4;30,3
;;Vreewijk;15,1;15,5;25;25,6;25,7
;;Bloemhof;29,4;31,4;49,6;55,3;52,2
;;Hillesluis;29,3;40,7;64,4;69,3;61
;;Katendrecht;24,2;17,4;42,4;35,7;36,3
;;Afrikaanderwijk;38,1;34,2;52,3;59,4;52,1
;;Feijenoord;27,4;43,4;55,3;63;55,8
;;Noordereiland;22,9;28,3;43,6;41;42,1
;;Feijenoord;26,2;30,1;47;49,4;45,2
;;Rotterdam;23,9;23,6;37,1;37,5;35,9

;;buurtprobleem wildplassen;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;15,9;10,9;23,7;21,2;22,1
;;Vreewijk;8,7;6;16,5;13,7;17,1
;;Bloemhof;10;6,1;23,9;30,7;29
;;Hillesluis;16,1;18,7;28,8;35,1;26,3
;;Katendrecht;10,8;3,3;17,1;17,2;8,7
;;Afrikaanderwijk;13,5;18,9;31;41,7;28,2
;;Feijenoord;4,9;13;24,3;24,6;31,7
;;Noordereiland;8,5;8,8;21;13,1;15
;;Feijenoord;11,3;11,1;23,6;26,4;23,8
;;Rotterdam;9,9;9,3;18;19,3;17,9

;;buurtprobleem gaten of verzakkingen in de bestrating;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;7,6;6,9;9,1;8,9;10,1
;;Vreewijk;17,6;12,6;14,3;17,9;21,6
;;Bloemhof;14,2;17,8;14,9;21,1;24,4
;;Hillesluis;10,9;14,2;24,9;25,2;20,2
;;Katendrecht;13,5;10,7;18,7;20,9;15
;;Afrikaanderwijk;13,6;12,9;18,7;22,7;17
;;Feijenoord;13,5;19,2;23,7;22,4;17,6
;;Noordereiland;6,9;12,3;18,7;9,3;10,7
;;Feijenoord;13,1;13,8;18,6;19,9;18,6
;;Rotterdam;21,7;21,2;26,5;25,4;23,5

;;buurtprobleem vernield of kapot straatmeubilair;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;5,6;7,1;13,3;10,3;10,5
;;Vreewijk;7,5;4,9;11,9;10,8;11;;;;;
;;Bloemhof;9,6;7,2;13,8;22,1;17,3;;;;;
;;Hillesluis;9;11,3;25,4;26,3;18,9;;;;;
;;Katendrecht;7,5;3,4;12,6;12,7;6,6;;;;;
;;Afrikaanderwijk;10,8;6,6;16,4;22,4;14,1;;;;;
;;Feijenoord;8,1;19,9;23,8;20,5;22,8;;;;;
;;Noordereiland;2,3;5,8;13,4;7,7;3,2;;;;;
;;Feijenoord;8,2;8,4;16,9;17,8;14,4;;;;;
;;Rotterdam;8;8;13;12,8;10,4;;;;;

;;score op de productnormering;;;;;;;;;;
;;;Schoon;;;;;Heel;;;;
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;4,1;4,2;4,2;4,3;4,3;4;3,8;3,9;3,8;3,8
;;Vreewijk;4,1;4,1;4,2;4,3;4,3;3,7;3,6;3,7;3,7;3,8
;;Bloemhof;4;4,1;4,1;4,1;4,1;3,6;3,6;3,8;3,7;3,8
;;Hillesluis;3,9;4,1;4,1;4,2;4,2;3,7;3,7;3,7;3,6;3,9
;;Katendrecht;4,2;4,3;4,5;4,5;4,5;3,8;3,7;3,8;3,8;3,9
;;Afrikaanderwijk;4,1;4,2;4,3;4,3;4,3;3,7;3,6;3,7;3,7;3,8
;;Feijenoord;4;4,1;4,1;4,1;4,1;3,7;3,6;3,6;3,6;3,8
;;Noordereiland;4;4,1;4,2;4,3;4,4;3,9;3,6;3,8;3,8;3,8
;;Feijenoord;4;4,1;4,2;4,2;4,3;3,7;3,7;3,7;3,7;3,8
;;Rotterdam;4,1;4,2;4,2;4,4;4,5;3,7;3,7;3,7;3,9;4,1

Verkeer;;;;;;;;;;;;

;;buurtprobleem aanrijdingen;;;;;;;;;;
;;% vaak;2006;2007;2008;2009;2011;;;;;
;;Kop van Zuid Entrepot;11,5;5,1;12,9;15,1;11,2;;;;;
;;Vreewijk;4,4;4,4;8,9;8,2;10,4;;;;;
;;Bloemhof;2,3;2,2;8,3;12,6;12,2;;;;;
;;Hillesluis;8,7;9,6;11,9;16,1;15;;;;;
;;Katendrecht;5,3;1,4;3,1;1,5;1,4
;;Afrikaanderwijk;7,4;5,3;11,7;25;16,3
;;Feijenoord;5;7,4;10,1;10,6;13,9
;;Noordereiland;2,3;1,5;3;6,8;4,3
;;Feijenoord;5,9;5;9,2;12,8;11,9
;;Rotterdam;6,2;4,9;8,9;9,8;9

;;buurtprobleem agressief verkeersgedrag;;;;;
;;% vaak;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;28,8;26;24,3;19,7;22,2
;;Vreewijk;31,1;22,8;22,4;18,5;18,8
;;Bloemhof;24,4;28,4;23,1;32,1;29,1
;;Hillesluis;23,1;24,3;30,1;28,2;24,6
;;Katendrecht;30,8;12,7;20,3;15,1;15,1
;;Afrikaanderwijk;22,9;24,4;22,6;33,9;21,5
;;Feijenoord;16,3;24,8;20,4;24,3;28,7
;;Noordereiland;15,4;18,9;11,6;17,7;18,1
;;Feijenoord;24,8;24,1;22,9;25,5;23,2
;;Rotterdam;21,1;19,5;19,5;20,2;18,9

;;slachtofferschap aanrijding met doorrijden;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;0,5;0,6;0,2;1;0,8
;;Vreewijk;1,2;1,7;0,9;0,7;1,9
;;Bloemhof;1,2;1,1;0,2;0,8;0,9
;;Hillesluis;2,1;2,3;0,8;0,9;1,5
;;Katendrecht;0,6;1,3;0,6;0,3;1,5
;;Afrikaanderwijk;1;0;0,5;1,6;0,6
;;Feijenoord;0,5;0;0,4;0,5;1,9
;;Noordereiland;2,3;0,7;0,9;1,1;0,8
;;Feijenoord;1,2;1,1;0,6;0,9;1,3
;;Rotterdam;0,8;0,8;0,8;0,9;1

;;slachtofferschap aanrijding zonder doorrijden;;;;;;
;;% slachtofferschap;2006;2007;2008;2009;2011;
;;Kop van Zuid Entrepot;3,5;1,9;3;3;2,4;
;;Vreewijk;1,2;1,4;3,1;2,8;4,4;
;;Bloemhof;3,4;3,3;2,1;4,2;3,4;
;;Hillesluis;2,1;2,3;1,7;1,4;2,6;
;;Katendrecht;1,2;4;3,5;5,1;3,1;
;;Afrikaanderwijk;1,9;0,5;1,6;4,3;2,3;
;;Feijenoord;2;0,6;4,1;1,7;2;
;;Noordereiland;1,2;2,9;2,7;3,5;1,9;
;;Feijenoord;2,2;2;2,5;3,4;3;
;;Rotterdam;2;2,3;3,1;3,3;3;

;;1.3.1 meldingen verkeersongevallen;;;;;;
;;;absoluut;;;;;genormaliseerd
;;;2006;2007;2008;2009;2011;2006;2007;2008;2009;2011
;;Kop van Zuid Entrepot;97;113;92;96;77;12,8;15;12;12,7;9,9
;;Vreewijk;279;293;239;309;245;19,9;21,2;17,4;22,7;18,1
;;Bloemhof;186;177;136;178;144;14,1;13,5;10,3;13,2;10,5
;;Hillesluis;296;299;262;339;259;26,1;27,2;24,6;31,8;23,3
;;Katendrecht;51;92;57;70;52;13,1;24,8;15,6;19,1;12,3
;;Afrikaanderwijk;141;138;160;150;145;15;14,7;17,2;16,5;16,3
;;Feijenoord;57;54;71;79;58;7,5;7,1;9,6;10,9;7,9
;;Noordereiland;26;34;28;33;21;7,4;10;8,5;10,4;6,4
;;Feijenoord;1133;1200;1045;1254;1001;16;17,3;15,2;18,3;14,3
;;Rotterdam;10352;10242;9755;9636;7830;17,7;17,6;16,8;16,5;13,2

Overig;;;;;;;;;;;;

;;tevredenheid met het wonen in de buurt ;;;;;;;;;;
;;% (zeer) tevreden;2006;2007;2008;2009;2011;;;;;
;;Kop van Zuid Entrepot;81,2;83,5;78,1;79,8;74,6
;;Vreewijk;76,3;80,3;77,1;73,4;66,9
;;Bloemhof;68,1;65,1;60,5;51,8;57,8
;;Hillesluis;63,5;70,6;55,4;50,8;53,7
;;Katendrecht;73;70;71,1;72,2;84
;;Afrikaanderwijk;72,2;72,7;65,3;58,6;63,5
;;Feijenoord;77,6;73,2;57,3;57,3;60,8
;;Noordereiland;87,1;88,1;79;82,7;83,5
;;Feijenoord;73,2;74,3;65,3;63,2;64,7
;;Rotterdam;79,4;79,9;75;73,4;74,4



;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;



;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
